date,market,stock_no,stock_name,foreign_buy,foreign_sell,foreign_net,foreign_dealer_buy,foreign_dealer_sell,foreign_dealer_net,foreign_total_buy,foreign_total_sell,foreign_total_net,investment_trust_buy,investment_trust_sell,investment_trust_net,dealer_self_buy,dealer_self_sell,dealer_self_net,dealer_hedge_buy,dealer_hedge_sell,dealer_hedge_net,dealer_total_buy,dealer_total_sell,dealer_total_net,overall_net
2025-11-10,TPEX,5356,協益,5000,44000,-39000,0,0,0,5000,44000,-39000,0,0,0,4000,0,4000,0,0,0,4000,0,4000,-35000
2025-11-10,TPEX,5364,力麗店,0,1000,-1000,0,0,0,0,1000,-1000,0,0,0,0,0,0,0,0,0,0,0,0,-1000
2025-11-10,TPEX,5371,中光電,3831000,1322000,2509000,0,0,0,3831000,1322000,2509000,0,0,0,67000,170703,-103703,105027,150800,-45773,172027,321503,-149476,2359524
2025-11-10,TPEX,5381,合正,61000,135000,-74000,0,0,0,61000,135000,-74000,0,0,0,0,0,0,1000,504,496,1000,504,496,-73504
2025-11-10,TPEX,5386,青雲,1134000,883000,251000,0,0,0,1134000,883000,251000,0,0,0,0,4000,-4000,20048,20000,48,20048,24000,-3952,247048
2025-11-10,TPEX,5392,能率,596000,444000,152000,0,0,0,596000,444000,152000,0,0,0,1000,0,1000,54363,79689,-25326,55363,79689,-24326,127674
2025-11-10,TPEX,5398,慕康生醫,16000,49000,-33000,0,0,0,16000,49000,-33000,0,0,0,0,0,0,0,0,0,0,0,0,-33000
2025-11-10,TPEX,5403,中菲,2000,22000,-20000,0,0,0,2000,22000,-20000,0,0,0,0,0,0,0,0,0,0,0,0,-20000
2025-11-10,TPEX,5410,國眾,171000,99000,72000,0,0,0,171000,99000,72000,0,0,0,0,49000,-49000,2000,2685,-685,2000,51685,-49685,22315
2025-11-10,TPEX,5425,台半,1631000,2061463,-430463,0,0,0,1631000,2061463,-430463,0,0,0,297000,92000,205000,59585,100547,-40962,356585,192547,164038,-266425
2025-11-10,TPEX,5426,振發,69000,186000,-117000,0,0,0,69000,186000,-117000,0,0,0,0,0,0,4000,3458,542,4000,3458,542,-116458
2025-11-10,TPEX,5432,新門,4000,13000,-9000,0,0,0,4000,13000,-9000,0,0,0,2000,0,2000,0,240,-240,2000,240,1760,-7240
2025-11-10,TPEX,5438,東友,84000,46000,38000,0,0,0,84000,46000,38000,0,0,0,59000,2000,57000,5000,5140,-140,64000,7140,56860,94860
2025-11-10,TPEX,5439,高技,2039000,2367314,-328314,0,0,0,2039000,2367314,-328314,30000,0,30000,43000,10626,32374,65373,75875,-10502,108373,86501,21872,-276442
2025-11-10,TPEX,5443,均豪,515000,182010,332990,0,0,0,515000,182010,332990,0,0,0,0,0,0,4000,21612,-17612,4000,21612,-17612,315378
2025-11-10,TPEX,5452,佶優,107000,47000,60000,0,0,0,107000,47000,60000,0,0,0,0,26000,-26000,2000,1967,33,2000,27967,-25967,34033
2025-11-10,TPEX,5455,昇益,0,1000,-1000,0,0,0,0,1000,-1000,0,0,0,0,0,0,509,1000,-491,509,1000,-491,-1491
2025-11-10,TPEX,5457,宣德,111000,185000,-74000,0,0,0,111000,185000,-74000,0,0,0,40000,12000,28000,1220,11767,-10547,41220,23767,17453,-56547
2025-11-10,TPEX,5460,同協,8000,16000,-8000,0,0,0,8000,16000,-8000,0,0,0,0,0,0,7000,7000,0,7000,7000,0,-8000
2025-11-10,TPEX,5464,霖宏,1000,12000,-11000,0,0,0,1000,12000,-11000,0,0,0,0,0,0,0,0,0,0,0,0,-11000
2025-11-10,TPEX,5465,富驊,105000,123000,-18000,0,0,0,105000,123000,-18000,0,0,0,27000,0,27000,3031,3180,-149,30031,3180,26851,8851
2025-11-10,TPEX,5468,凱鈺,8000,9000,-1000,0,0,0,8000,9000,-1000,0,0,0,0,0,0,0,0,0,0,0,0,-1000
2025-11-10,TPEX,5474,聰泰,55000,28000,27000,0,0,0,55000,28000,27000,0,0,0,0,0,0,2729,6915,-4186,2729,6915,-4186,22814
2025-11-10,TPEX,5475,德宏,10000,0,10000,0,0,0,10000,0,10000,0,0,0,15000,0,15000,0,0,0,15000,0,15000,25000
2025-11-10,TPEX,5478,智冠,65000,287000,-222000,0,0,0,65000,287000,-222000,0,0,0,16000,14000,2000,1024,1449,-425,17024,15449,1575,-220425
2025-11-10,TPEX,5481,新華,74000,193000,-119000,0,0,0,74000,193000,-119000,0,0,0,0,0,0,0,0,0,0,0,0,-119000
2025-11-10,TPEX,5483,中美晶,969000,1686200,-717200,0,0,0,969000,1686200,-717200,42000,51000,-9000,18000,20503,-2503,39099,112620,-73521,57099,133123,-76024,-802224
2025-11-10,TPEX,5487,通泰,0,4000,-4000,0,0,0,0,4000,-4000,0,0,0,0,0,0,0,0,0,0,0,0,-4000
2025-11-10,TPEX,5488,松普,0,52000,-52000,0,0,0,0,52000,-52000,0,0,0,0,0,0,0,21,-21,0,21,-21,-52021
2025-11-10,TPEX,5489,彩富,24000,6000,18000,0,0,0,24000,6000,18000,0,0,0,0,0,0,12065,8,12057,12065,8,12057,30057
2025-11-10,TPEX,5490,同亨,93000,111000,-18000,0,0,0,93000,111000,-18000,0,0,0,0,0,0,0,0,0,0,0,0,-18000
2025-11-10,TPEX,5493,三聯,18000,33000,-15000,0,0,0,18000,33000,-15000,0,0,0,7000,0,7000,5304,3080,2224,12304,3080,9224,-5776
2025-11-10,TPEX,5498,凱崴,6933099,5217005,1716094,0,0,0,6933099,5217005,1716094,0,0,0,0,0,0,172141,20228,151913,172141,20228,151913,1868007
2025-11-10,TPEX,5508,永信建,167600,101000,66600,0,0,0,167600,101000,66600,0,1000,-1000,0,0,0,2691,1825,866,2691,1825,866,66466
2025-11-10,TPEX,5511,德昌,56000,36000,20000,0,0,0,56000,36000,20000,0,0,0,20000,0,20000,0,0,0,20000,0,20000,40000
2025-11-10,TPEX,5512,力麒,61000,1221000,-1160000,0,0,0,61000,1221000,-1160000,0,0,0,0,147000,-147000,0,0,0,0,147000,-147000,-1307000
2025-11-10,TPEX,5516,雙喜,0,1000,-1000,0,0,0,0,1000,-1000,0,0,0,0,0,0,0,0,0,0,0,0,-1000
2025-11-10,TPEX,5520,力泰,4000,1000,3000,0,0,0,4000,1000,3000,0,0,0,0,0,0,0,0,0,0,0,0,3000
2025-11-10,TPEX,5529,鉅陞,7000,8000,-1000,0,0,0,7000,8000,-1000,0,0,0,0,0,0,0,0,0,0,0,0,-1000
2025-11-10,TPEX,5530,龍巖,78000,121000,-43000,0,0,0,78000,121000,-43000,0,0,0,0,10000,-10000,0,0,0,0,10000,-10000,-53000
2025-11-10,TPEX,5536,聖暉*,690000,812152,-122152,0,0,0,690000,812152,-122152,45000,1000,44000,8000,19200,-11200,28892,8496,20396,36892,27696,9196,-68956
2025-11-10,TPEX,5543,桓鼎-KY,1000,1000,0,0,0,0,1000,1000,0,0,0,0,0,19,-19,0,0,0,0,19,-19,-19
2025-11-10,TPEX,5548,安倉,0,1000,-1000,0,0,0,0,1000,-1000,0,0,0,0,0,0,0,0,0,0,0,0,-1000
2025-11-10,TPEX,5603,陸海,26000,7000,19000,0,0,0,26000,7000,19000,0,0,0,0,0,0,0,0,0,0,0,0,19000
2025-11-10,TPEX,5604,中連,3000,1000,2000,0,0,0,3000,1000,2000,0,0,0,0,0,0,0,0,0,0,0,0,2000
2025-11-10,TPEX,5609,中菲行,6000,63000,-57000,0,0,0,6000,63000,-57000,0,0,0,0,26000,-26000,0,0,0,0,26000,-26000,-83000
2025-11-10,TPEX,5704,老爺知,1000,2000,-1000,0,0,0,1000,2000,-1000,0,0,0,0,0,0,0,40,-40,0,40,-40,-1040
2025-11-10,TPEX,5864,致和證,85520,484000,-398480,0,0,0,85520,484000,-398480,0,0,0,0,0,0,0,0,0,0,0,0,-398480
2025-11-10,TPEX,5902,德記,0,1000,-1000,0,0,0,0,1000,-1000,0,0,0,0,0,0,0,0,0,0,0,0,-1000
2025-11-10,TPEX,5903,全家,21000,47000,-26000,0,0,0,21000,47000,-26000,0,3000,-3000,10000,0,10000,1000,1088,-88,11000,1088,9912,-19088
2025-11-10,TPEX,5904,寶雅,26000,135000,-109000,0,0,0,26000,135000,-109000,0,0,0,0,1000,-1000,8000,13726,-5726,8000,14726,-6726,-115726
2025-11-10,TPEX,5905,南仁湖,227000,562000,-335000,0,0,0,227000,562000,-335000,0,0,0,0,0,0,24000,24151,-151,24000,24151,-151,-335151
2025-11-10,TPEX,6015,宏遠證,4000,56000,-52000,0,0,0,4000,56000,-52000,0,0,0,0,0,0,0,0,0,0,0,0,-52000
2025-11-10,TPEX,6016,康和證,156000,153000,3000,0,0,0,156000,153000,3000,0,0,0,0,0,0,0,0,0,0,0,0,3000
2025-11-10,TPEX,6021,美好證,38000,32000,6000,0,0,0,38000,32000,6000,0,0,0,0,0,0,0,0,0,0,0,0,6000
2025-11-10,TPEX,6023,元大期,18000,53000,-35000,0,0,0,18000,53000,-35000,0,0,0,0,0,0,0,0,0,0,0,0,-35000
2025-11-10,TPEX,6026,福邦證,130000,151000,-21000,0,0,0,130000,151000,-21000,0,0,0,0,0,0,0,0,0,0,0,0,-21000
2025-11-10,TPEX,6101,寬魚國際,0,3000,-3000,0,0,0,0,3000,-3000,0,0,0,0,0,0,0,0,0,0,0,0,-3000
2025-11-10,TPEX,6104,創惟,752200,437000,315200,0,0,0,752200,437000,315200,0,0,0,0,0,0,3109,4363,-1254,3109,4363,-1254,313946
2025-11-10,TPEX,6109,亞元,50000,63000,-13000,0,0,0,50000,63000,-13000,0,0,0,48000,0,48000,0,0,0,48000,0,48000,35000
2025-11-10,TPEX,6111,大宇資,86000,1272000,-1186000,0,0,0,86000,1272000,-1186000,0,0,0,0,0,0,3798,118347,-114549,3798,118347,-114549,-1300549
2025-11-10,TPEX,6113,亞矽,9000,47000,-38000,0,0,0,9000,47000,-38000,0,0,0,0,0,0,1000,997,3,1000,997,3,-37997
2025-11-10,TPEX,6114,久威,1000,32000,-31000,0,0,0,1000,32000,-31000,0,0,0,4000,3000,1000,0,0,0,4000,3000,1000,-30000
2025-11-10,TPEX,6118,建達,68000,162000,-94000,0,0,0,68000,162000,-94000,0,0,0,0,0,0,0,875,-875,0,875,-875,-94875
2025-11-10,TPEX,6121,新普,199000,344616,-145616,0,0,0,199000,344616,-145616,7000,8000,-1000,4600,2000,2600,10000,7020,2980,14600,9020,5580,-141036
2025-11-10,TPEX,6122,擎邦,22000,195000,-173000,0,0,0,22000,195000,-173000,0,0,0,0,0,0,1000,1538,-538,1000,1538,-538,-173538
2025-11-10,TPEX,6123,上奇,11000,19000,-8000,0,0,0,11000,19000,-8000,0,0,0,2000,0,2000,135,630,-495,2135,630,1505,-6495
2025-11-10,TPEX,6124,業強,0,1000,-1000,0,0,0,0,1000,-1000,0,0,0,0,0,0,0,0,0,0,0,0,-1000
2025-11-10,TPEX,6125,廣運,444000,204000,240000,0,0,0,444000,204000,240000,0,0,0,0,0,0,4404,6596,-2192,4404,6596,-2192,237808
2025-11-10,TPEX,6126,信音,276000,188000,88000,0,0,0,276000,188000,88000,0,0,0,3000,48000,-45000,1341,1011,330,4341,49011,-44670,43330
2025-11-10,TPEX,6127,九豪,116000,437000,-321000,0,0,0,116000,437000,-321000,0,0,0,0,0,0,5000,4814,186,5000,4814,186,-320814
2025-11-10,TPEX,6129,普誠,72000,86000,-14000,0,0,0,72000,86000,-14000,0,0,0,0,0,0,3000,3196,-196,3000,3196,-196,-14196
2025-11-10,TPEX,6130,上亞科技,14000,101000,-87000,0,0,0,14000,101000,-87000,0,0,0,0,0,0,6,250,-244,6,250,-244,-87244
2025-11-10,TPEX,6134,萬旭,54000,52000,2000,0,0,0,54000,52000,2000,0,0,0,0,0,0,1000,228,772,1000,228,772,2772
2025-11-10,TPEX,6138,茂達,225000,69000,156000,0,0,0,225000,69000,156000,0,3000,-3000,2000,0,2000,7698,10000,-2302,9698,10000,-302,152698
2025-11-10,TPEX,6140,訊達,93000,57000,36000,0,0,0,93000,57000,36000,0,0,0,0,0,0,0,0,0,0,0,0,36000
2025-11-10,TPEX,6143,振曜,185000,120882,64118,0,0,0,185000,120882,64118,0,0,0,3000,0,3000,18955,17978,977,21955,17978,3977,68095
2025-11-10,TPEX,6144,得利影,1000,0,1000,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,1000
2025-11-10,TPEX,6146,耕興,12000,125963,-113963,0,0,0,12000,125963,-113963,0,0,0,0,0,0,0,3265,-3265,0,3265,-3265,-117228
2025-11-10,TPEX,6147,頎邦,624000,3550800,-2926800,0,0,0,624000,3550800,-2926800,0,11000,-11000,11000,338177,-327177,37000,57996,-20996,48000,396173,-348173,-3285973
2025-11-10,TPEX,6148,驊宏資,199000,53000,146000,0,0,0,199000,53000,146000,0,0,0,0,0,0,0,261,-261,0,261,-261,145739
2025-11-10,TPEX,6150,撼訊,181000,205000,-24000,0,0,0,181000,205000,-24000,0,0,0,0,0,0,457,4517,-4060,457,4517,-4060,-28060
2025-11-10,TPEX,6151,晉倫,9000,106000,-97000,0,0,0,9000,106000,-97000,0,0,0,0,20000,-20000,1000,474,526,1000,20474,-19474,-116474
2025-11-10,TPEX,6154,順發,1000,0,1000,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,1000
2025-11-10,TPEX,6156,松上,21000,116000,-95000,0,0,0,21000,116000,-95000,0,0,0,0,0,0,0,162,-162,0,162,-162,-95162
2025-11-10,TPEX,6158,禾昌,9000,7000,2000,0,0,0,9000,7000,2000,0,0,0,0,0,0,0,0,0,0,0,0,2000
2025-11-10,TPEX,6160,欣技,1000,30000,-29000,0,0,0,1000,30000,-29000,0,0,0,0,0,0,2000,1786,214,2000,1786,214,-28786
2025-11-10,TPEX,6161,捷波,54000,22000,32000,0,0,0,54000,22000,32000,0,0,0,7000,0,7000,4000,3837,163,11000,3837,7163,39163
2025-11-10,TPEX,6163,華電網,1888000,2443500,-555500,0,0,0,1888000,2443500,-555500,0,0,0,0,4000,-4000,90196,11953,78243,90196,15953,74243,-481257
2025-11-10,TPEX,6167,久正,27001,285000,-257999,0,0,0,27001,285000,-257999,0,0,0,0,0,0,0,0,0,0,0,0,-257999
2025-11-10,TPEX,6169,昱泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,-16,0,16,-16,-16
2025-11-10,TPEX,6170,統振,73000,62000,11000,0,0,0,73000,62000,11000,0,0,0,0,0,0,0,0,0,0,0,0,11000
2025-11-10,TPEX,6171,大城地產,0,6000,-6000,0,0,0,0,6000,-6000,0,0,0,0,0,0,0,0,0,0,0,0,-6000
2025-11-10,TPEX,6173,信昌電,5238000,5287030,-49030,0,0,0,5238000,5287030,-49030,0,0,0,375000,159000,216000,17625,326634,-309009,392625,485634,-93009,-142039
2025-11-10,TPEX,6174,安碁,4000,22000,-18000,0,0,0,4000,22000,-18000,0,0,0,0,0,0,0,0,0,0,0,0,-18000
2025-11-10,TPEX,6175,立敦,1328000,1188000,140000,0,0,0,1328000,1188000,140000,0,0,0,0,25000,-25000,3433,70953,-67520,3433,95953,-92520,47480
2025-11-10,TPEX,6179,亞通,113000,175000,-62000,0,0,0,113000,175000,-62000,0,0,0,0,40000,-40000,0,0,0,0,40000,-40000,-102000
2025-11-10,TPEX,6180,橘子,234020,260500,-26480,0,0,0,234020,260500,-26480,0,11000,-11000,0,0,0,17000,16786,214,17000,16786,214,-37266
2025-11-10,TPEX,6182,合晶,1747380,1099200,648180,0,0,0,1747380,1099200,648180,0,0,0,160000,193000,-33000,17000,133959,-116959,177000,326959,-149959,498221
2025-11-10,TPEX,6185,幃翔,20000,46000,-26000,0,0,0,20000,46000,-26000,0,0,0,0,48000,-48000,0,1,-1,0,48001,-48001,-74001
2025-11-10,TPEX,6186,新潤,48000,134000,-86000,0,0,0,48000,134000,-86000,0,0,0,0,0,0,90,905,-815,90,905,-815,-86815
2025-11-10,TPEX,6187,萬潤,405000,227000,178000,0,0,0,405000,227000,178000,0,3000,-3000,0,52000,-52000,12354,22656,-10302,12354,74656,-62302,112698
2025-11-10,TPEX,6188,廣明,1194000,462000,732000,0,0,0,1194000,462000,732000,0,0,0,33000,21032,11968,9489,39155,-29666,42489,60187,-17698,714302
2025-11-10,TPEX,6190,萬泰科,629000,964000,-335000,0,0,0,629000,964000,-335000,0,0,0,3000,0,3000,1599,89238,-87639,4599,89238,-84639,-419639
2025-11-10,TPEX,6194,育富,69000,24000,45000,0,0,0,69000,24000,45000,0,0,0,4000,0,4000,0,0,0,4000,0,4000,49000
2025-11-10,TPEX,6195,詩肯,3000,1000,2000,0,0,0,3000,1000,2000,0,0,0,0,0,0,0,0,0,0,0,0,2000
2025-11-10,TPEX,6199,天品,27000,24000,3000,0,0,0,27000,24000,3000,0,0,0,0,0,0,1000,8783,-7783,1000,8783,-7783,-4783
2025-11-10,TPEX,6203,海韻電,430000,307000,123000,0,0,0,430000,307000,123000,0,0,0,13585,27000,-13415,17095,20498,-3403,30680,47498,-16818,106182
2025-11-10,TPEX,6204,艾華,106000,124000,-18000,0,0,0,106000,124000,-18000,0,0,0,0,0,0,0,0,0,0,0,0,-18000
2025-11-10,TPEX,6207,雷科,138000,72000,66000,0,0,0,138000,72000,66000,0,0,0,4000,0,4000,2462,2491,-29,6462,2491,3971,69971
2025-11-10,TPEX,6208,日揚,6000,48000,-42000,0,0,0,6000,48000,-42000,0,0,0,0,14000,-14000,0,43,-43,0,14043,-14043,-56043
2025-11-10,TPEX,6210,慶生,9000,2000,7000,0,0,0,9000,2000,7000,0,0,0,0,0,0,0,0,0,0,0,0,7000
2025-11-10,TPEX,6217,中探針,768000,1313000,-545000,0,0,0,768000,1313000,-545000,0,0,0,0,0,0,599,92004,-91405,599,92004,-91405,-636405
2025-11-10,TPEX,6218,豪勉,0,47000,-47000,0,0,0,0,47000,-47000,0,0,0,0,0,0,3000,2754,246,3000,2754,246,-46754
2025-11-10,TPEX,6219,富旺,21000,82000,-61000,0,0,0,21000,82000,-61000,0,0,0,0,0,0,2000,2324,-324,2000,2324,-324,-61324
2025-11-10,TPEX,6220,岳豐,30000,55000,-25000,0,0,0,30000,55000,-25000,0,0,0,0,0,0,0,0,0,0,0,0,-25000
2025-11-10,TPEX,6221,晉泰,35000,60420,-25420,0,0,0,35000,60420,-25420,0,0,0,2000,2000,0,0,0,0,2000,2000,0,-25420
2025-11-10,TPEX,6222,立軒,0,3000,-3000,0,0,0,0,3000,-3000,0,0,0,0,0,0,0,0,0,0,0,0,-3000
2025-11-10,TPEX,6223,旺矽,732771,649151,83620,0,0,0,732771,649151,83620,43000,76000,-33000,37191,48000,-10809,18876,33923,-15047,56067,81923,-25856,24764
2025-11-10,TPEX,6227,茂綸,9000,99000,-90000,0,0,0,9000,99000,-90000,0,0,0,1000,0,1000,33,4004,-3971,1033,4004,-2971,-92971
2025-11-10,TPEX,6228,全譜,0,2000,-2000,0,0,0,0,2000,-2000,0,0,0,0,0,0,0,0,0,0,0,0,-2000
2025-11-10,TPEX,6229,研通,6000,1000,5000,0,0,0,6000,1000,5000,0,0,0,0,0,0,207,395,-188,207,395,-188,4812
2025-11-10,TPEX,6231,系微,73000,62000,11000,0,0,0,73000,62000,11000,0,0,0,0,0,0,6668,2425,4243,6668,2425,4243,15243
2025-11-10,TPEX,6233,旺玖,17000,114000,-97000,0,0,0,17000,114000,-97000,0,0,0,0,0,0,0,0,0,0,0,0,-97000
2025-11-10,TPEX,6234,高僑,173000,195000,-22000,0,0,0,173000,195000,-22000,0,0,0,38000,0,38000,1000,1139,-139,39000,1139,37861,15861
2025-11-10,TPEX,6237,驊訊,49000,44000,5000,0,0,0,49000,44000,5000,0,0,0,0,0,0,1020,4204,-3184,1020,4204,-3184,1816
2025-11-10,TPEX,6240,松崗,0,1000,-1000,0,0,0,0,1000,-1000,0,0,0,0,0,0,0,0,0,0,0,0,-1000
2025-11-10,TPEX,6244,茂迪,483000,519000,-36000,0,0,0,483000,519000,-36000,0,0,0,0,0,0,829,1000,-171,829,1000,-171,-36171
2025-11-10,TPEX,6245,立端,196000,126000,70000,0,0,0,196000,126000,70000,0,0,0,0,0,0,5243,7029,-1786,5243,7029,-1786,68214
2025-11-10,TPEX,6246,臺龍,0,4000,-4000,0,0,0,0,4000,-4000,0,0,0,0,0,0,0,0,0,0,0,0,-4000
2025-11-10,TPEX,6248,沛波,2000,137000,-135000,0,0,0,2000,137000,-135000,0,0,0,0,0,0,0,785,-785,0,785,-785,-135785
2025-11-10,TPEX,6261,久元,74000,13000,61000,0,0,0,74000,13000,61000,0,0,0,12000,0,12000,0,0,0,12000,0,12000,73000
2025-11-10,TPEX,6263,普萊德,1000,50000,-49000,0,0,0,1000,50000,-49000,0,0,0,0,0,0,2000,1657,343,2000,1657,343,-48657
2025-11-10,TPEX,6264,富裔,0,3000,-3000,0,0,0,0,3000,-3000,0,0,0,0,2000,-2000,0,0,0,0,2000,-2000,-5000
2025-11-10,TPEX,6265,方土昶,244000,565000,-321000,0,0,0,244000,565000,-321000,0,0,0,198000,0,198000,192000,0,192000,390000,0,390000,69000
2025-11-10,TPEX,6266,泰詠,4000,131000,-127000,0,0,0,4000,131000,-127000,0,0,0,0,0,0,5000,5052,-52,5000,5052,-52,-127052
2025-11-10,TPEX,6270,倍微,10000,38000,-28000,0,0,0,10000,38000,-28000,0,0,0,0,58000,-58000,0,0,0,0,58000,-58000,-86000
2025-11-10,TPEX,6274,台燿,7433609,7088441,345168,0,0,0,7433609,7088441,345168,1387000,0,1387000,411690,438787,-27097,323153,112562,210591,734843,551349,183494,1915662
2025-11-10,TPEX,6275,元山,14030,125000,-110970,0,0,0,14030,125000,-110970,0,0,0,0,0,0,0,0,0,0,0,0,-110970
2025-11-10,TPEX,6276,安鈦克,1000,1000,0,0,0,0,1000,1000,0,0,0,0,0,0,0,0,87,-87,0,87,-87,-87
2025-11-10,TPEX,6279,胡連,69000,213569,-144569,0,0,0,69000,213569,-144569,0,0,0,0,2000,-2000,5628,7602,-1974,5628,9602,-3974,-148543
2025-11-10,TPEX,6284,佳邦,535000,719000,-184000,0,0,0,535000,719000,-184000,0,0,0,0,0,0,2074,31794,-29720,2074,31794,-29720,-213720
2025-11-10,TPEX,6290,良維,1422000,1427000,-5000,0,0,0,1422000,1427000,-5000,0,83000,-83000,61000,73000,-12000,1024,76234,-75210,62024,149234,-87210,-175210
2025-11-10,TPEX,6291,沛亨,323000,233000,90000,0,0,0,323000,233000,90000,0,0,0,0,0,0,5001,4553,448,5001,4553,448,90448
2025-11-10,TPEX,6292,迅德,4000,0,4000,0,0,0,4000,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,4000
2025-11-10,TPEX,6294,智基,6000,33000,-27000,0,0,0,6000,33000,-27000,0,0,0,0,0,0,1000,1000,0,1000,1000,0,-27000
2025-11-10,TPEX,6411,晶焱,317000,158991,158009,0,0,0,317000,158991,158009,0,0,0,0,0,0,4001,4327,-326,4001,4327,-326,157683
2025-11-10,TPEX,6417,韋僑,6000,35000,-29000,0,0,0,6000,35000,-29000,0,0,0,0,0,0,0,0,0,0,0,0,-29000
2025-11-10,TPEX,6418,詠昇,728000,209000,519000,0,0,0,728000,209000,519000,0,0,0,0,41000,-41000,0,0,0,0,41000,-41000,478000
2025-11-10,TPEX,6419,京晨科,2000,24000,-22000,0,0,0,2000,24000,-22000,0,0,0,6000,0,6000,0,0,0,6000,0,6000,-16000
2025-11-10,TPEX,6425,易發,55000,72000,-17000,0,0,0,55000,72000,-17000,0,0,0,0,0,0,0,18,-18,0,18,-18,-17018
2025-11-10,TPEX,6432,今展科,500000,770000,-270000,0,0,0,500000,770000,-270000,0,0,0,0,19004,-19004,0,0,0,0,19004,-19004,-289004
2025-11-10,TPEX,6435,大中,409000,202357,206643,0,0,0,409000,202357,206643,0,0,0,37000,0,37000,9261,18000,-8739,46261,18000,28261,234904
2025-11-10,TPEX,6441,廣錠,6000,1000,5000,0,0,0,6000,1000,5000,0,0,0,0,0,0,0,0,0,0,0,0,5000
2025-11-10,TPEX,6461,益得,18000,12000,6000,0,0,0,18000,12000,6000,0,0,0,0,0,0,58,0,58,58,0,58,6058
2025-11-10,TPEX,6462,神盾,396000,601000,-205000,0,0,0,396000,601000,-205000,0,0,0,0,0,0,41617,32178,9439,41617,32178,9439,-195561
2025-11-10,TPEX,6469,大樹,251401,194401,57000,0,0,0,251401,194401,57000,0,0,0,1000,5619,-4619,28622,33774,-5152,29622,39393,-9771,47229
2025-11-10,TPEX,6470,宇智,19000,71000,-52000,0,0,0,19000,71000,-52000,0,0,0,25000,0,25000,0,0,0,25000,0,25000,-27000
2025-11-10,TPEX,6482,弘煜科,0,1000,-1000,0,0,0,0,1000,-1000,0,0,0,0,0,0,0,0,0,0,0,0,-1000
2025-11-10,TPEX,6485,點序,341000,337000,4000,0,0,0,341000,337000,4000,0,0,0,0,0,0,4,0,4,4,0,4,4004
2025-11-10,TPEX,6486,互動,2015,16000,-13985,0,0,0,2015,16000,-13985,0,0,0,0,0,0,0,0,0,0,0,0,-13985
2025-11-10,TPEX,6488,環球晶,464045,316258,147787,0,0,0,464045,316258,147787,0,65706,-65706,2000,25000,-23000,6414,21859,-15445,8414,46859,-38445,43636
2025-11-10,TPEX,6492,生華科,55000,47000,8000,0,0,0,55000,47000,8000,0,0,0,0,0,0,2000,2746,-746,2000,2746,-746,7254
2025-11-10,TPEX,6494,九齊,5000,30000,-25000,0,0,0,5000,30000,-25000,0,0,0,4000,0,4000,5000,5000,0,9000,5000,4000,-21000
2025-11-10,TPEX,6496,科懋,3000,0,3000,0,0,0,3000,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,3000
2025-11-10,TPEX,6498,久禾光,0,49000,-49000,0,0,0,0,49000,-49000,0,0,0,0,0,0,0,2143,-2143,0,2143,-2143,-51143
2025-11-10,TPEX,6499,益安,692000,542000,150000,0,0,0,692000,542000,150000,0,0,0,0,0,0,16019,16181,-162,16019,16181,-162,149838
2025-11-10,TPEX,6506,雙邦,0,1000,-1000,0,0,0,0,1000,-1000,0,0,0,0,0,0,0,0,0,0,0,0,-1000
2025-11-10,TPEX,6508,惠光,0,2000,-2000,0,0,0,0,2000,-2000,0,0,0,0,0,0,0,0,0,0,0,0,-2000
2025-11-10,TPEX,6509,聚和,238000,72000,166000,0,0,0,238000,72000,166000,0,0,0,0,0,0,0,0,0,0,0,0,166000
2025-11-10,TPEX,6510,精測,119000,199000,-80000,0,0,0,119000,199000,-80000,51000,19000,32000,25100,7834,17266,9651,9134,517,34751,16968,17783,-30217
2025-11-10,TPEX,6516,勤崴國際,12000,4000,8000,0,0,0,12000,4000,8000,0,0,0,0,0,0,0,0,0,0,0,0,8000
2025-11-10,TPEX,6517,保勝光學,21000,41000,-20000,0,0,0,21000,41000,-20000,0,0,0,0,0,0,0,767,-767,0,767,-767,-20767
2025-11-10,TPEX,6523,達爾膚,16000,11000,5000,0,0,0,16000,11000,5000,0,0,0,0,0,0,0,0,0,0,0,0,5000
2025-11-10,TPEX,6530,創威,89000,66000,23000,0,0,0,89000,66000,23000,0,0,0,13000,0,13000,0,61,-61,13000,61,12939,35939
2025-11-10,TPEX,6532,瑞耘,7000,29000,-22000,0,0,0,7000,29000,-22000,0,0,0,0,0,0,0,0,0,0,0,0,-22000
2025-11-10,TPEX,6535,順藥,76000,217000,-141000,0,0,0,76000,217000,-141000,0,0,0,0,11000,-11000,6011,5892,119,6011,16892,-10881,-151881
2025-11-10,TPEX,6538,倉和,32000,20000,12000,0,0,0,32000,20000,12000,0,0,0,1000,0,1000,0,649,-649,1000,649,351,12351
2025-11-10,TPEX,6542,隆中,0,1000,-1000,0,0,0,0,1000,-1000,0,0,0,0,0,0,0,0,0,0,0,0,-1000
